14.11.2023	23:47:31	63.803	-22.719	1.1 km	0.1	66.85	0.7 km WNW of Reykjanestá
14.11.2023	23:41:56	64.057	-21.393	4.5 km	0.7	87.75	2.2 km N of Hellisheiðarvirkjun
14.11.2023	23:41:25	63.928	-22.012	3.8 km	0.5	42.14	5.2 km NNE of Krýsuvík
14.11.2023	23:40:38	64.057	-21.392	4.4 km	0.9	90.01	2.2 km N of Hellisheiðarvirkjun
14.11.2023	23:37:45	64.058	-21.395	7.8 km	1.4	90.01	2.3 km N of Hellisheiðarvirkjun
14.11.2023	23:33:47	63.836	-22.443	4.1 km	0.7	90.03	0.3 km S of Grindavík
14.11.2023	23:31:59	64.066	-21.386	3.8 km	0.9	90.01	3.3 km N of Hellisheiðarvirkjun
14.11.2023	23:28:06	63.837	-22.438	4.6 km	0.5	90.02	0.3 km SE of Grindavík
14.11.2023	23:25:45	63.674	-23.113	1.1 km	0.4	39.34	5.3 km ESE of Geirfuglasker
14.11.2023	23:16:10	63.887	-22.379	4.6 km	0.8	90.03	5.4 km WSW of Fagradalsfjall
14.11.2023	23:14:51	63.883	-22.387	5.5 km	1.6	90.08	5.6 km NNE of Grindavík
14.11.2023	23:11:29	64.062	-21.391	5.0 km	0.6	61.08	2.8 km N of Hellisheiðarvirkjun
14.11.2023	23:09:20	64.067	-21.388	4.5 km	0.6	34.71	3.4 km N of Hellisheiðarvirkjun
14.11.2023	23:05:16	63.793	-22.395	2.8 km	0.5	90.01	5.6 km SSE of Grindavík
14.11.2023	23:04:02	63.870	-22.403	3.4 km	0.8	90.01	4.0 km NNE of Grindavík
14.11.2023	23:03:52	63.873	-22.401	4.8 km	0.7	90.01	4.3 km NNE of Grindavík
14.11.2023	23:02:17	64.059	-21.382	3.7 km	0.8	90.01	2.6 km NNE of Hellisheiðarvirkjun
14.11.2023	23:01:47	64.064	-21.392	4.1 km	1.7	90.03	3.0 km N of Hellisheiðarvirkjun
14.11.2023	22:55:28	63.870	-22.408	5.9 km	1.5	90.03	3.9 km NNE of Grindavík
14.11.2023	22:54:41	64.062	-21.400	5.9 km	0.9	90.01	2.8 km N of Hellisheiðarvirkjun
14.11.2023	22:54:16	64.060	-21.394	3.9 km	0.8	90.01	2.6 km N of Hellisheiðarvirkjun
14.11.2023	22:53:07	64.067	-21.383	4.2 km	0.8	90.02	3.4 km NNE of Hellisheiðarvirkjun
14.11.2023	22:46:20	63.830	-22.458	5.1 km	0.6	90.03	1.2 km SW of Grindavík
14.11.2023	22:41:10	63.881	-22.383	4.2 km	0.6	90.01	5.5 km NNE of Grindavík
14.11.2023	22:36:47	63.958	-22.075	5.3 km	1.2	90.06	5.1 km ENE of Keilir
14.11.2023	22:33:28	63.889	-22.381	5.3 km	0.3	90.02	5.4 km WSW of Fagradalsfjall
14.11.2023	22:33:01	63.852	-22.442	4.8 km	1.5	90.04	1.5 km N of Grindavík
14.11.2023	22:32:26	63.869	-22.403	4.0 km	1.1	90.02	3.9 km NNE of Grindavík
14.11.2023	22:30:43	63.924	-22.295	6.4 km	0.4	90.01	2.6 km NNW of Fagradalsfjall
14.11.2023	22:29:45	63.830	-22.461	5.9 km	1.6	90.04	1.3 km SW of Grindavík
14.11.2023	22:28:00	63.891	-22.383	5.8 km	0.1	90.02	5.5 km WSW of Fagradalsfjall
14.11.2023	22:21:36	63.954	-21.893	6.9 km	0.8	90.02	6.6 km SSW of Helgafell
14.11.2023	22:20:09	63.854	-22.434	3.5 km	0.2	90.01	1.7 km NNE of Grindavík
14.11.2023	22:17:21	64.065	-21.393	7.7 km	0.7	90.02	3.1 km N of Hellisheiðarvirkjun
14.11.2023	22:07:21	63.830	-22.482	3.7 km	0.2	47.5	2.2 km WSW of Grindavík
14.11.2023	22:05:13	64.092	-21.895	1.1 km	0.1	67.68	4.0 km S of Veðurstofan í Reykjavík
14.11.2023	22:00:14	63.919	-22.346	10.5 km	0.1	90.01	4.0 km WNW of Fagradalsfjall
14.11.2023	21:59:16	63.798	-22.522	5.2 km	1.0	90.02	6.0 km SW of Grindavík
14.11.2023	21:59:04	63.863	-22.415	4.8 km	0.5	90.01	3.0 km NNE of Grindavík
14.11.2023	21:57:10	63.185	-23.466	4.8 km	1.8	54.92	37.9 km SSE of Eldeyjarboði
14.11.2023	21:55:37	64.604	-17.179	1.1 km	1.0	64.9	17.1 km ESE of Bárðarbunga
14.11.2023	21:41:17	63.792	-22.785	12.2 km	0.7	36.56	4.0 km WSW of Reykjanestá
14.11.2023	21:31:11	63.876	-22.407	4.9 km	1.4	90.06	4.5 km NNE of Grindavík
14.11.2023	21:26:53	63.866	-22.410	5.2 km	0.1	90.03	3.4 km NNE of Grindavík
14.11.2023	21:24:04	63.847	-22.438	5.9 km	1.0	90.01	0.9 km NNE of Grindavík
14.11.2023	21:21:18	63.851	-22.438	5.8 km	0.7	90.02	1.4 km N of Grindavík
14.11.2023	21:19:50	63.868	-22.404	3.1 km	0.6	90.01	3.8 km NNE of Grindavík
14.11.2023	21:13:12	63.806	-22.596	5.4 km	0.4	87.17	5.4 km E of Reykjanestá
14.11.2023	20:58:46	63.856	-22.440	7.4 km	0.4	90.02	1.9 km N of Grindavík
14.11.2023	20:58:32	63.772	-23.403	1.1 km	1.7	90.01	11.9 km NNW of Geirfugladrangur
14.11.2023	20:57:51	63.280	-23.792	4.2 km	1.3	32.1	23.4 km S of Eldeyjarboði
14.11.2023	20:54:00	63.868	-22.415	4.6 km	1.5	90.04	3.5 km NNE of Grindavík
14.11.2023	20:52:08	63.887	-22.372	6.1 km	0.2	90.02	5.1 km WSW of Fagradalsfjall
14.11.2023	20:51:58	63.414	-22.493	1.1 km	1.4	90.01	42.9 km SE of Eldeyjardrangur
14.11.2023	20:50:55	63.821	-22.473	4.7 km	0.5	34.41	2.5 km SW of Grindavík
14.11.2023	20:49:01	63.846	-22.442	5.8 km	0.9	90.04	0.8 km N of Grindavík
14.11.2023	20:44:28	63.838	-22.454	5.5 km	1.4	90.06	0.6 km W of Grindavík
14.11.2023	20:42:24	63.910	-22.360	5.3 km	1.0	90.05	4.3 km WNW of Fagradalsfjall
14.11.2023	20:37:34	63.840	-22.467	5.8 km	0.4	90.03	1.2 km W of Grindavík
14.11.2023	20:36:04	63.868	-22.406	4.7 km	2.6	99.0	3.7 km NNE of Grindavík
14.11.2023	20:33:58	63.844	-22.448	0.8 km	0.9	90.01	0.6 km NNW of Grindavík
14.11.2023	20:30:08	63.931	-21.989	2.7 km	0.2	65.48	6.1 km NE of Krýsuvík
14.11.2023	20:27:36	63.956	-21.884	6.7 km	0.1	58.01	6.2 km SSW of Helgafell
14.11.2023	20:25:46	63.871	-22.404	5.2 km	0.3	68.81	4.0 km NNE of Grindavík
14.11.2023	20:24:48	63.865	-22.409	4.2 km	0.9	99.0	3.4 km NNE of Grindavík
14.11.2023	20:24:13	63.848	-22.437	4.7 km	1.4	99.0	1.0 km NNE of Grindavík
14.11.2023	20:23:50	63.820	-22.481	5.9 km	1.6	99.0	2.8 km SW of Grindavík
14.11.2023	20:22:31	63.896	-21.674	6.2 km	0.3	62.27	9.8 km S of Bláfjallaskáli
14.11.2023	20:21:31	63.852	-22.432	5.8 km	0.3	90.02	1.6 km NNE of Grindavík
14.11.2023	20:18:11	63.412	-22.600	1.1 km	0.6	68.56	40.3 km SSE of Eldeyjardrangur
14.11.2023	20:14:02	63.588	-24.166	1.1 km	1.6	69.4	20.9 km WNW of Eldeyjarboði
14.11.2023	20:13:21	63.845	-22.441	4.6 km	1.8	99.0	0.6 km N of Grindavík
14.11.2023	20:09:45	63.839	-22.436	4.2 km	1.2	99.0	0.3 km E of Grindavík
14.11.2023	20:09:00	63.867	-22.407	2.4 km	0.9	99.0	3.6 km NNE of Grindavík
14.11.2023	20:08:43	63.834	-22.449	4.9 km	1.9	99.0	0.6 km SSW of Grindavík
14.11.2023	20:06:41	63.863	-22.411	2.9 km	0.5	90.02	3.1 km NNE of Grindavík
14.11.2023	19:57:32	63.871	-22.398	2.3 km	0.7	90.02	4.2 km NNE of Grindavík
14.11.2023	19:56:28	63.831	-22.460	5.7 km	0.9	90.05	1.2 km SW of Grindavík
14.11.2023	19:48:18	63.867	-22.409	3.8 km	0.8	90.03	3.5 km NNE of Grindavík
14.11.2023	19:47:38	63.800	-22.436	2.5 km	0.3	90.01	4.3 km S of Grindavík
14.11.2023	19:47:16	63.288	-23.378	5.1 km	1.2	70.97	31.0 km SE of Eldeyjarboði
14.11.2023	19:38:26	63.900	-22.360	4.7 km	0.6	90.02	4.2 km W of Fagradalsfjall
14.11.2023	19:37:04	63.903	-22.364	4.7 km	1.2	99.0	4.4 km W of Fagradalsfjall
14.11.2023	19:36:24	63.870	-22.402	3.9 km	1.1	99.0	4.0 km NNE of Grindavík
